question,answer,category,table_id,answer_format
How old was Peter III when he started his reign as King of Aragon and Valencia?,37,emperor,122,<num_years>
How old was Pierre Auguste Cot when he died?,46,painter,350,<num_years>
How many days was 14 On Fire shown in 2014?,274,concert,1035,<num_days>
"How old was Pierre Auguste Cot when he painted ""The Storm""?",43,painter,350,<num_years>
How many months separated the introduction of the X-15 from its first flight?,3,space program,1132,<num_months>
How many months after the first flight was the X-15 introduced?,3,space program,1132,<num_months>
How old was Pippen when he won his first Olympic gold?,27,nba,89,<num_years>
What year was the University of Cambridge established?,1209,university,606,yyyy
How old was Quadri when he won the silver at the Commonwealth Games?,30,tabletennis,710,<num_years>
How old was Richard Caswell when he got married?,23,politician,904,<num_years>
How old was Richard Caswell when he married Sarah Herritage?,29,politician,904,<num_years>
What year was the University of Cambridge founded?,1209,university,606,yyyy
How old was Riguccini when he became active as a fighter?,11,martial artist,840,<num_years>
How old was Robby Gordon when he first raced in the NASCAR Cup Series?,22,car driver,518,<num_years>
What year was the V/Line Corporation formed as the State Transport Authority?,1983,agency,1141,yyyy
How old was Roger Federer when he won his first Olympic gold medal?,27,tennis,512,<num_years>
How old was Roy Emerson when he began to play professionally?,32,tennis,50,<num_years>
How old was Roy Emerson when he first won the French Open Doubles?,24,tennis,50,<num_years>
How old was Roy Emerson when he retired from professional play?,47,tennis,50,<num_years>
What date was the Victorian Regional Channels Authority formed?,"April 1, 2004",agency,1143,"%B %d, %Y"
How old was Ryan Hunter-Reay when he won the IndyCar Rookie of the Year?,27,car driver,521,<num_years>
What year was Wil Calhoun an executive producer of Friends?,2001,show,1088,yyyy
What year would Percy Faith have had to die to live to be 100 years old?,2008,musician,472,yyyy
How old was Ryan Hunter-Reay when he won the Skip Barber National Championship in 1999?,19,car driver,521,<num_years>
How old was Sam Snead when he turned professional?,21,golf,70,<num_years>
How old was Scottie Pippen when he won a gold medal at the 1996 Atlanta Olympic Games?,31,nba,89,<num_years>
How old was Sead Hasanefendić when he worked as manager for GWD Minden in 2013?,65,handball,503,<num_years>
When was the last year that Chuck Howley played in the Pro Bowl?,1971,rugby,74,yyyy
How old was Smawley when he started playing for the St. Louis Bombers?,28,basketball,566,<num_years>
How old was Stéphane Antiga the year he medaled in Argentina?,26,volleyball,588,<num_years>
How old was Stéphane Antiga when he won the FIVB World Championship?,38,volleyball,588,<num_years>
How old was Stephen Hawking when he died?,76,nobel,352,<num_years>
"When was ""3 a.m. Eternal"" first released?","May 1, 1989",music,1071,"%B %d, %Y"
When was the last year that Davy Jones competed in the Le Mans division?,1996,racing,517,yyyy
When was the last year that Dennis Erickson coached for an NFL team?,2004,nfl,540,yyyy
When was the last year that Dwayne Johnson competed in the ring professionally?,2019,wrestling,7,yyyy
Which year did Charlotte Atkinson win the most medals combined?,2015,swimming,669,yyyy
How old was Stephen Hawking when he married his first wife in 1965?,23,nobel,352,<num_years>
How long in months was Argentina's Men's football team ranked number one for the longest time?,12,national football team,1160,<num_months>
How old was Stephen Hawking when he was awarded the BBVA Foundation Frontiers of Knowledge Award in 2015?,73,nobel,352,<num_years>
How old was Stephen Hawking when he wrote his thesis in 1966?,24,nobel,352,<num_years>
Which year did Marina Alabau win a gold medal in the Olympic Games?,2012,sailor,688,yyyy
"Which year was ""Money Don't Matter 2 Night"" released?",1992,song,1075,yyyy
How old was Steve Austin when he began his professional wrestling career?,25,wrestling,13,<num_years>
How many hours is the difference between the maximum and minimum estimated playing time?,1,game,1161,<num_hours>
When was the last season that Benny McCoy played professionally?,1941,baseball,405,yyyy
How old was Steve Austin when he originally retired from professional wrestling?,38,wrestling,13,<num_years>
When was the last time that B. J. Neufeld won any type of medal?,2022,curling,281,yyyy
How old was Steve Austin when he started his wrestling career?,25,wrestling,13,<num_years>
"Which year was Ambassadors Group, Inc. founded?",1967,website,600,yyyy
Which year was the 11th Annual Honda Civic Tour held?,2012,concert,1034,yyyy
How old was Steve Jobs when he married Laurene Powell in 1991?,36,person,353,<num_years>
How old was Steve Jobs when he married Laurene Powell?,36,person,353,<num_years>
How old was the church when it initially closed?,166,church,715,<num_years>
Which year was the Coordination Center for Ethnic Germans formed?,1937,agency,1139,yyyy
How old was the church when it was consecrated?,242,church,715,<num_years>
How old was the Constitution when the 2021 Myanmar Spring Revolution took place?,13,current war,964,<num_years>
How old was Theo Bot when he first served in active duty in the East Indies Army?,29,person,915,<num_years>
When was the most recent year in which Shi Yuqi won a medal?,2021,badminton,166,yyyy
How many months ago did Australia play their last ODI?,6,cricket team,1164,<num_months>
How old was Theo Bot when he last served as Permanent Representative of the Netherlands to the IAEA?,65,person,915,<num_years>
How old was Theo Bot when he married Elisabeth van Hal?,25,person,915,<num_years>
How old was Thiago Alves when he won gold in the Pan American Games in 2011?,25,volleyball,96,<num_years>
How old was Thiago Alves when he won his first medal at the Olympic Games in 2012?,26,volleyball,96,<num_years>
How old was Thomas Eakins when he died?,71,painter,356,<num_years>
Which year was the Delaware Extension closed for the Pennsylvania Railroad?,1968,rail line,1094,yyyy
Which year was the Delaware Extension first opened?,1862,rail line,1094,yyyy
"How old was Thomas Eakins when he painted ""Max Schmitt in a Single Scull""?",27,painter,356,<num_years>
How old was Timo Glock when he participated in Formula BMW in 2001?,19,car driver,523,<num_years>
How old was Timoshenko when he began skating?,5,figure skating,735,<num_years>
How old was Tony Stewart when he began his IndyCar Series career?,25,racing,272,<num_years>
How old was Tony Stewart when he won his first NASCAR Series race in 2002?,31,racing,272,<num_years>
Which year was the first launch?,1977,launchpad,629,yyyy
How old was Wang Xiaoli when she won her first gold medal at the Asian Junior Championships in 2006?,17,badminton,174,<num_years>
Which year was the last launch?,2021,launchpad,629,yyyy
How old was Watanjar when he took office as Minister of Defence?,44,office holder,913,<num_years>
How old was Young when he made his MLB debut?,21,baseball,401,<num_years>
How old was Zumla when he won the Mahathir Science Award?,65,scientist,364,<num_years>
"Which year was the movie ""Zoe Jane"" released?",2004,album,942,yyyy
Over how many years did Antonio Mohamed play for the national team?,3,footballer,36,<num_years>
When was the most recent year that Henrieta Farkašová won a medal at the World Championships?,2021,skier,791,yyyy
Over how many years did Casey Mears participate in the NASCAR Xfinity Series?,10,martial artist,264,<num_years>
Over how many years did Emmitt Smith play for the Dallas Cowboys?,13,rugby,558,<num_years>
Which year was the Satish Dhawan Space Centre named?,2002,launchpad,628,yyyy
Which year was the Victorian Regional Channels Authority founded?,2004,agency,1143,yyyy
Over how many years did Zinedine Zidane play in his senior career?,16,footballer,40,<num_years>
"While at work in 1949, how old was Faith?",41,musician,472,<num_years>
How many months ago was Ingenuity deployed to Mars?,15,space probe,1206,<num_months>
How many days was Mohammad Yamin Minister of Law?,342,office holder,861,<num_days>
How long in months did it take for Ingenuity to go from deployment to its last flight?,14,space probe,1206,<num_months>
How long in months did it take for Ingenuity to go from deployment to its first flight?,16,space probe,1206,<num_months>
How long in months was it between the day of Ingenuity's first flight and its last flight?,2,space probe,1206,<num_months>
What age was Melissa Coates when she debuted at the IFBB Jan Tana Classic?,25,body builder,806,<num_years>
"How many days was the 12th Annual Honda Civic Tour held starting from August 1, 2013?",66,concert,1034,<num_days>
How many months after deployment did it take for Ingenuity to travel 7.17 km?,14,space probe,1206,<num_months>
How many days was the Better Day World Tour held in 2011?,137,concert,1054,<num_days>
